Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
3.786,0.54,6.21,106.23,-57.15,-43.07s
3.834,0.54,6.21,109.33,-54.13,-43.07s
3.847,1.94,7.14,103.35,-72.27,-52.18s
3.895,1.94,7.14,105.93,-69.14,-52.18s
3.925,2.53,7.61,103.91,-81.82,-54.60s
3.946,1.29,8.51,105.01,-89.59,-50.47s
3.991,1.29,8.51,103.93,-88.38,-50.47s
4.009,0.12,9.65,104.76,-92.66,-46.19s
4.056,0.12,9.65,103.57,-91.57,-46.19s
4.083,1.59,11.30,105.87,-89.52,-38.05s
4.117,2.98,12.69,105.77,-88.88,-38.05s
4.145,2.98,12.69,106.49,-78.23,-31.56s
4.177,5.96,14.74,113.88,-74.96,-26.17s
4.221,5.96,14.74,112.36,-75.64,-26.17s
4.240,10.38,16.18,118.86,-74.46,-24.67s
4.284,10.38,16.18,116.31,-76.31,-24.67s
4.302,14.77,17.23,120.18,-79.04,-26.98s
4.346,20.93,18.77,121.21,-81.31,-26.98s
4.373,20.93,18.77,112.92,-75.73,-34.92s
4.421,25.98,19.73,115.34,-76.16,-45.01s
4.452,30.42,19.44,108.52,-72.28,-49.57s
4.501,30.42,19.44,104.94,-72.27,-49.57s
4.519,33.83,17.94,98.21,-72.05,-45.14s
4.565,35.53,16.83,96.63,-71.99,-45.14s
4.616,35.53,16.83,83.76,-72.66,-34.95s
4.624,36.78,15.40,81.38,-70.18,-27.16s
4.665,36.78,15.40,79.55,-70.27,-27.16s
4.679,36.30,14.53,76.08,-72.70,-27.34s
4.723,36.30,14.53,75.78,-73.25,-27.34s
4.756,35.60,13.56,74.96,-77.76,-24.06s
4.786,35.37,13.96,74.03,-78.99,-21.07s
4.832,35.37,13.96,74.46,-78.59,-21.07s
4.847,34.94,13.15,75.02,-78.19,-19.05s
4.892,34.94,13.15,74.72,-77.98,-19.05s
4.924,34.26,12.11,74.62,-77.54,-18.47s
4.952,34.08,12.15,73.84,-78.60,-18.47s
4.998,34.08,12.15,73.99,-79.02,-18.47s
5.011,34.04,12.90,73.70,-78.95,-18.10s
5.057,34.04,12.90,74.23,-79.06,-18.10s
5.081,34.01,13.19,74.54,-79.26,-18.07s
5.116,34.04,13.29,74.71,-79.19,-18.07s
5.147,34.04,13.29,74.97,-77.85,-18.06s
5.168,34.15,13.67,74.73,-77.91,-18.07s
5.213,34.15,13.67,74.90,-77.82,-18.07s
