Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
4.326,14.31,0.49,68.97,-82.60,14.78
4.348,13.91,1.12,69.26,-78.74,13.89
4.395,14.71,1.63,69.61,-78.47,13.89
4.434,14.71,1.63,70.91,-76.55,13.39
4.460,15.77,1.90,71.30,-58.52,14.71
4.507,16.85,2.88,70.65,-33.53,17.74
4.562,16.85,2.88,69.57,-34.94,17.74
4.587,17.09,3.97,70.07,-11.46,19.22
4.620,16.85,5.17,69.76,23.67,20.97
4.674,16.85,5.17,69.96,22.28,20.97
4.705,16.40,6.04,68.83,48.75,17.93
4.729,15.73,6.77,66.83,70.05,13.73
4.781,15.73,6.77,67.50,68.89,13.73
4.811,14.85,6.80,64.50,76.60,14.58
4.841,13.87,6.72,63.14,80.30,13.67
4.879,13.87,6.72,64.11,80.30,13.67
4.891,13.15,6.74,63.27,79.75,13.02
4.941,13.15,6.74,63.98,79.76,13.02
4.965,13.13,6.93,65.45,79.42,12.90
5.005,13.71,6.96,67.65,71.10,13.52
5.063,13.71,6.96,67.07,71.17,13.52
5.092,14.96,6.63,70.08,47.98,15.57
5.119,16.26,5.92,72.26,23.67,18.20
5.171,17.91,4.59,73.26,24.48,18.20
5.203,17.91,4.59,70.78,-5.18,19.20
5.217,19.13,3.27,76.82,-33.43,19.93
5.269,19.13,3.27,75.59,-31.55,19.93
5.293,19.30,2.57,77.08,-66.28,15.72
5.339,18.42,2.32,74.33,-81.56,13.05
5.394,17.50,2.16,74.87,-81.59,13.05
5.433,17.50,2.16,72.80,-82.24,13.18
5.457,16.23,1.94,68.16,-85.67,12.77
5.506,15.30,1.95,67.46,-83.74,13.11
5.557,14.93,2.37,67.63,-83.61,13.11
5.595,14.93,2.37,69.35,-82.98,11.94
5.620,15.27,2.60,69.11,-75.70,10.30
5.667,16.18,2.68,68.37,-58.81,11.97
5.721,16.18,2.68,67.47,-59.97,11.97
5.746,16.82,3.31,67.73,-33.91,13.81
5.773,17.25,4.24,68.35,-8.83,18.38
5.820,17.25,4.24,67.87,-9.77,18.38
5.840,17.39,4.81,69.06,22.30,19.81
5.884,17.57,5.31,69.64,41.53,18.10
5.934,17.57,5.31,69.45,40.85,18.10
5.953,17.70,5.85,69.13,63.27,14.46
5.999,17.31,6.13,67.46,77.69,12.04
6.047,17.31,6.13,67.85,77.14,12.04
6.069,16.73,6.11,66.90,82.08,11.39
6.102,16.29,6.06,66.70,81.80,11.33
6.151,16.29,6.06,67.14,81.80,11.33
6.166,16.04,6.02,67.35,78.13,11.00
6.213,16.04,6.02,67.59,78.27,11.00
6.234,16.18,6.00,67.34,64.69,12.90
6.270,16.18,6.00,67.21,35.24,16.04
6.303,16.48,5.68,67.74,35.06,16.04
6.327,17.11,5.04,69.29,11.35,19.09
6.372,17.11,5.04,68.63,12.30,19.09
6.389,17.83,4.26,70.02,-14.10,19.05
6.435,17.83,4.26,70.04,-30.63,19.31
6.481,18.70,3.35,71.52,-31.05,19.31
6.513,19.09,2.68,71.79,-52.21,18.24
6.555,19.17,2.10,73.02,-72.85,17.32
6.612,19.17,2.10,71.84,-85.12,16.97
6.640,18.58,1.90,71.20,-88.60,16.61
6.671,18.01,1.62,71.70,-88.64,16.61
6.715,18.01,1.62,71.04,-88.13,14.75
6.755,17.50,1.69,70.63,-88.34,14.75
6.778,17.09,1.83,70.34,-87.09,14.66
6.820,17.09,1.83,70.64,-84.99,14.07
6.855,16.98,2.25,70.11,-84.46,14.07
6.885,17.13,2.61,68.27,-74.23,13.57
6.936,17.13,2.61,68.31,-56.35,17.08
6.967,17.45,2.93,67.93,-55.33,17.08
6.993,17.58,3.53,66.97,-37.04,19.14
7.045,17.58,3.53,66.83,-37.85,19.14
7.069,17.39,4.44,66.42,-12.32,19.75
7.100,17.25,5.21,67.78,12.04,19.55
7.148,17.25,5.21,67.88,11.08,19.55
7.169,17.26,6.07,68.26,37.98,15.97
7.209,17.26,6.07,68.46,55.73,13.55
7.246,17.25,6.58,68.08,56.14,13.55
7.271,17.00,6.75,67.04,73.54,10.24
7.321,16.83,6.56,67.17,76.80,9.90
7.371,16.83,6.56,67.35,76.86,9.90
7.396,16.77,6.42,67.33,75.69,10.10
7.434,16.83,6.17,67.21,65.93,11.82
7.490,17.08,5.88,67.63,66.15,11.82
7.531,17.08,5.88,66.50,45.42,14.23
7.557,17.52,5.38,67.57,18.84,15.22
7.598,18.33,4.70,69.33,-11.66,14.39
7.649,18.33,4.70,68.53,-10.55,14.39
7.667,18.90,3.98,70.47,-33.38,14.88
7.707,19.22,3.21,72.09,-57.60,13.61
7.753,19.22,3.21,71.76,-56.20,13.61
7.776,19.05,2.91,72.11,-76.87,12.48
7.823,18.51,2.69,71.41,-85.30,13.43
7.873,17.96,2.50,71.71,-85.25,13.43
7.912,17.96,2.50,71.70,-86.95,12.97
7.938,17.71,2.74,70.47,-86.12,12.84
7.989,17.53,3.04,70.20,-84.24,12.59
8.040,17.77,3.37,69.98,-84.02,12.59
8.081,17.77,3.37,69.31,-79.15,11.77
8.102,18.18,3.53,67.73,-61.95,13.16
8.147,18.66,3.99,67.09,-61.74,13.16
8.173,18.66,3.99,66.67,-46.96,15.37
8.195,18.84,4.61,66.22,-23.99,17.12
8.239,18.84,4.61,66.03,-24.86,17.12
8.252,18.77,5.22,66.59,2.01,18.16
8.292,18.77,5.22,66.63,1.14,18.16
8.307,18.67,5.96,67.06,28.40,17.17
8.347,18.67,5.96,67.14,27.50,17.17
8.364,18.50,6.39,67.07,44.59,14.96
8.406,18.50,6.39,67.23,44.00,14.96
8.418,18.17,6.64,66.31,62.80,13.81
8.467,18.17,6.64,66.63,62.40,13.81
8.483,17.70,6.76,65.99,74.54,13.00
8.532,17.70,6.76,66.45,74.19,13.00
8.551,17.36,6.67,66.63,77.02,13.07
8.590,17.33,6.59,67.43,75.28,13.48
8.638,17.33,6.59,67.45,75.32,13.48
8.668,17.48,6.45,67.21,65.56,14.93
8.704,17.69,6.28,66.77,45.08,16.03
8.749,17.69,6.28,66.55,45.45,16.03
8.771,18.10,5.74,67.36,19.53,18.19
8.806,18.66,5.14,68.04,19.95,18.19
8.838,18.66,5.14,67.68,-10.76,18.05
8.866,19.04,4.38,70.63,-40.04,16.31
8.911,19.04,4.38,70.23,-38.87,16.31
8.931,19.25,3.92,71.77,-58.64,14.75
8.974,19.23,3.96,71.96,-58.00,14.75
9.005,19.23,3.96,71.15,-75.60,13.42
9.035,18.77,3.88,70.64,-83.95,13.32
9.082,18.42,3.91,70.86,-83.77,13.32
9.116,18.42,3.91,70.90,-85.69,14.07
9.140,18.07,3.91,70.20,-85.05,13.17
9.195,18.07,3.91,70.55,-85.24,13.17
9.223,18.06,3.81,70.63,-84.11,12.96
9.255,18.20,3.78,69.65,-79.98,12.13
9.301,18.20,3.78,69.51,-80.24,12.13
9.320,18.43,3.76,67.42,-64.52,13.00
9.359,18.69,3.83,67.01,-64.51,13.00
9.387,18.69,3.83,66.39,-49.47,15.11
9.419,18.80,4.13,65.60,-27.35,16.24
9.468,18.80,4.13,65.49,-28.06,16.24
9.487,18.83,4.75,65.27,-0.47,16.79
9.525,18.84,5.13,64.79,-1.05,16.79
9.560,18.84,5.13,66.44,28.00,15.67
9.586,18.93,5.37,66.12,47.32,14.51
9.632,18.93,5.37,66.03,46.80,14.51
9.652,18.95,5.19,65.65,62.78,14.79
9.691,18.68,5.13,65.36,62.50,14.79
9.721,18.68,5.13,65.67,74.81,15.03
9.750,18.44,5.14,65.73,79.32,15.38
9.803,18.44,5.14,65.97,79.17,15.38
9.825,18.35,5.30,66.33,76.42,15.67
9.866,18.47,5.38,66.48,76.29,15.67
9.902,18.47,5.38,66.10,67.14,16.91
9.925,18.71,5.37,66.13,41.54,17.35
9.969,18.94,5.04,66.51,41.56,17.35
10.002,18.94,5.04,65.22,11.67,17.45
10.034,19.35,4.42,67.72,-15.17,15.62
10.078,20.02,3.55,68.65,-14.82,15.62
10.112,20.02,3.55,68.22,-41.03,14.85
10.141,20.42,2.90,71.17,-66.41,11.33
10.186,20.42,2.90,70.77,-65.06,11.33
10.209,20.08,2.48,71.09,-84.96,9.64
10.247,19.63,2.22,71.71,-84.52,9.64
10.287,19.63,2.22,70.84,-84.39,10.02
10.310,19.31,2.08,70.73,-86.75,9.81
10.362,19.01,2.18,70.69,-86.45,9.81
10.397,19.01,2.18,71.25,-85.39,9.48
10.422,19.14,2.39,70.30,-81.44,9.66
10.468,19.39,2.62,69.74,-81.05,9.66
10.506,19.39,2.62,68.41,-72.17,10.69
10.531,19.68,2.73,66.64,-51.45,13.94
10.578,20.06,3.31,66.00,-51.29,13.94
10.618,20.06,3.31,65.49,-35.59,15.86
10.645,20.19,3.91,65.68,-14.20,17.14
10.688,20.24,4.65,64.85,-14.12,17.14
10.725,20.24,4.65,66.76,9.03,18.09
10.752,20.27,5.30,66.40,33.63,17.37
10.796,20.30,5.79,65.85,33.28,17.37
10.828,20.30,5.79,67.23,50.23,15.78
10.856,20.35,6.07,66.67,75.53,13.47
10.904,19.99,6.21,66.09,75.16,13.47
10.938,19.99,6.21,67.52,81.58,12.66
10.971,19.80,6.29,67.26,81.59,12.66
11.000,19.80,6.29,67.69,83.19,13.38
11.028,19.90,6.13,67.66,76.81,12.98
11.072,19.95,5.95,67.89,76.59,12.98
11.106,19.95,5.95,66.79,64.68,15.03
11.134,20.05,5.85,67.05,37.41,16.94
11.182,20.11,5.25,67.55,37.37,16.94
11.212,20.11,5.25,67.96,12.74,21.11
11.243,20.83,4.58,72.10,-21.65,21.46
11.288,20.83,4.58,71.34,-20.81,21.46
11.311,21.75,3.50,76.16,-47.19,20.81
11.348,22.19,2.82,76.39,-46.21,20.81
11.380,22.19,2.82,75.11,-70.13,19.04
11.411,21.86,2.89,73.68,-83.69,16.57
11.457,21.00,2.89,73.54,-83.47,16.57
11.491,21.00,2.89,72.08,-85.78,16.41
11.523,20.25,2.82,70.50,-85.54,15.59
11.569,19.86,2.93,70.72,-85.77,15.59
11.603,19.86,2.93,71.49,-84.05,14.46
11.634,19.65,3.04,70.05,-80.13,13.50
11.680,19.75,3.02,69.94,-80.04,13.50
11.715,19.75,3.02,69.04,-69.11,14.76
11.744,19.88,3.12,68.33,-53.95,17.48
11.790,19.95,3.53,67.70,-53.83,17.48
11.826,19.95,3.53,67.64,-33.14,20.29
11.859,19.80,3.95,66.73,-14.06,21.50
11.904,19.53,4.55,66.18,-14.35,21.50
11.938,19.53,4.55,67.95,11.70,20.94
11.966,19.43,5.13,67.49,33.60,18.47
12.019,19.43,5.13,67.58,32.99,18.47
12.044,19.31,5.67,67.23,55.30,13.76
12.078,19.27,6.33,67.08,76.84,9.91
12.124,19.27,6.33,67.11,75.98,9.91
12.141,18.99,6.24,66.53,81.58,9.74
12.185,19.01,5.96,66.99,81.17,9.74
12.219,19.01,5.96,67.02,79.52,9.65
12.251,19.02,5.69,66.65,70.56,11.36
12.310,19.18,5.24,67.24,70.58,11.36
12.343,19.18,5.24,65.82,49.96,13.45
12.355,19.61,4.57,67.03,16.86,18.58
12.397,19.61,4.57,66.59,17.74,18.58
12.408,20.38,3.89,68.79,-15.68,18.13
12.447,20.38,3.89,68.01,-14.63,18.13
12.460,21.07,3.21,70.06,-38.49,15.95
12.501,21.07,3.21,69.37,-37.21,15.95
12.513,21.57,2.70,70.62,-61.20,14.28
12.556,21.57,2.70,70.14,-60.01,14.28
12.570,21.22,2.41,71.56,-81.60,11.35
12.611,21.22,2.41,71.92,-80.50,11.35
12.628,20.74,2.14,70.89,-89.40,11.30
12.671,20.74,2.14,71.38,-88.72,11.30
12.685,20.20,1.73,70.43,-92.07,10.21
12.725,20.20,1.73,70.98,-91.76,10.21
12.738,19.89,1.73,69.74,-89.60,10.01
12.780,19.89,1.73,70.06,-89.83,10.01
12.793,19.52,1.65,69.30,-87.96,9.42
12.835,19.52,1.65,69.67,-88.29,9.42
12.870,19.70,1.91,68.03,-77.61,9.82
12.901,19.91,2.15,67.33,-77.42,9.82
12.926,19.91,2.15,67.32,-71.20,12.02
12.953,19.43,2.46,66.39,-70.73,12.02
12.976,19.43,2.46,66.34,-65.93,13.60
13.009,18.14,2.71,65.17,-66.37,13.60
13.037,18.14,2.71,64.78,-64.32,14.08
13.068,15.95,2.45,57.30,-63.10,14.00
13.114,15.95,2.45,59.49,-63.19,14.00
13.129,13.77,1.90,52.46,-62.23,14.08
13.172,13.77,1.90,54.64,-61.50,14.08
13.184,10.13,1.17,42.34,-59.26,12.90
13.226,10.13,1.17,46.03,-57.26,12.90
13.237,7.79,0.78,35.11,-48.94,7.73
13.279,7.79,0.78,37.48,-47.73,7.73
13.291,5.90,0.57,24.36,-39.44,4.27
13.332,5.90,0.57,26.23,-38.23,4.27
13.345,4.35,0.76,13.28,-30.74,-4.64
13.387,4.35,0.76,14.47,-29.66,-4.64
13.402,2.98,1.62,6.22,-21.16,-10.09
13.447,2.98,1.62,5.75,-19.21,-10.09
13.460,1.32,2.37,7.71,-11.92,-12.53
13.504,1.32,2.37,5.95,-9.28,-12.53
13.516,0.70,3.07,9.72,-3.09,-14.54
13.561,0.70,3.07,7.88,-2.37,-14.54
13.574,2.38,2.31,6.90,0.03,-15.15
13.615,2.38,2.31,5.07,-0.73,-15.15
13.630,2.63,1.11,2.01,-2.75,-15.38
13.673,2.63,1.11,2.05,-1.91,-15.38
13.686,1.95,0.04,3.03,-6.02,-16.46
13.727,1.95,0.04,3.74,-4.88,-16.46
13.741,0.18,0.20,6.70,-9.06,-17.02
13.783,0.18,0.20,6.06,-7.50,-17.02
13.796,1.49,0.19,8.97,-10.38,-16.75
13.835,1.49,0.19,7.92,-9.24,-16.75
13.845,3.50,0.23,11.25,-11.85,-16.89
13.892,3.50,0.23,9.64,-11.35,-16.89
13.910,4.63,0.39,12.15,-16.12,-16.44
13.958,5.44,0.87,12.11,-16.02,-16.44
13.993,5.44,0.87,11.26,-18.24,-15.80
14.019,6.16,2.04,13.01,-19.90,-15.55
14.068,6.16,2.04,11.65,-19.20,-15.55
14.093,6.46,3.55,10.78,-21.06,-15.71
14.133,6.36,5.71,8.23,-25.06,-15.81
14.178,5.83,7.48,7.40,-25.31,-15.81
14.211,5.83,7.48,2.16,-21.04,-14.99
14.237,4.89,9.08,4.36,-30.36,-13.38
14.285,4.89,9.08,2.67,-26.90,-13.38
14.301,4.05,9.86,2.78,-28.03,-12.64
14.342,3.24,10.27,2.59,-27.41,-12.64
14.370,3.24,10.27,0.46,-22.80,-12.02
14.396,2.69,10.62,0.62,-18.53,-12.52
14.437,2.69,10.62,0.26,-17.71,-12.52
14.450,2.25,10.21,2.75,-6.29,-12.71
14.493,2.25,10.21,3.33,-7.09,-12.71
14.507,2.38,10.12,8.85,-0.43,-11.42
14.548,2.38,10.12,8.83,-0.91,-11.42
14.562,2.54,10.79,16.26,-3.24,-9.06
14.605,2.54,10.79,15.64,-2.01,-9.06
14.617,3.13,11.74,25.96,-3.35,-3.79
