Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
0.0,2.51,1.53,4.76,-15.2,-8.78
0.03,2.51,1.53,4.8,-15.33,-8.81
0.052,2.5,1.55,4.8,-15.37,-8.81
0.085,2.5,1.55,4.8,-15.39,-8.8
0.115,2.5,1.53,4.8,-15.44,-8.8
0.14,2.5,1.53,4.78,-15.38,-8.82
0.162,2.5,1.54,4.77,-15.38,-8.82
0.194,2.5,1.54,4.8,-15.37,-8.8
0.218,2.5,1.55,4.8,-15.41,-8.8
0.249,2.5,1.55,4.8,-15.33,-8.8
0.273,2.53,1.53,4.77,-15.28,-8.8
0.304,2.53,1.53,4.76,-15.37,-8.8
0.325,2.53,1.53,4.76,-15.37,-8.8
0.359,2.53,1.53,4.76,-15.4,-8.79
0.38,2.56,1.54,4.72,-15.41,-8.79
0.416,2.56,1.54,4.79,-15.38,-8.81
0.44,2.57,1.55,4.78,-15.41,-8.81
0.47,2.57,1.55,4.8,-15.28,-8.8
0.494,2.57,1.55,4.8,-15.28,-8.8
0.526,2.57,1.55,4.8,-15.27,-8.8
0.549,2.56,1.55,4.8,-15.29,-8.8
0.58,2.56,1.55,4.79,-15.25,-8.8
0.601,2.58,1.55,4.78,-15.27,-8.8
0.637,2.58,1.55,4.79,-15.22,-8.8
0.66,2.57,1.54,4.8,-15.28,-8.8
0.69,2.57,1.54,4.79,-15.19,-8.8
0.715,2.58,1.56,4.78,-15.16,-8.8
0.747,2.58,1.56,4.8,-15.18,-8.8
0.77,2.58,1.53,4.8,-15.27,-8.8
0.801,2.58,1.53,4.79,-15.08,-8.79
0.824,2.59,1.55,4.79,-15.08,-8.79
0.857,2.59,1.55,4.81,-15.09,-8.8
0.881,2.58,1.53,4.82,-15.1,-8.8
0.91,2.58,1.53,4.8,-15.0,-8.8
0.934,2.58,1.52,4.8,-15.0,-8.8
0.968,2.58,1.52,4.79,-14.95,-8.79
0.991,2.58,1.51,4.79,-14.9,-8.79
1.021,2.58,1.51,4.76,-14.92,-8.78
1.043,2.57,1.5,4.77,-14.91,-8.78
1.077,2.57,1.5,4.76,-14.89,-8.78
1.101,2.56,1.47,4.77,-14.91,-8.78
1.131,2.56,1.47,4.72,-14.84,-8.79
1.155,2.56,1.47,4.74,-14.74,-8.79
1.187,2.56,1.47,4.72,-14.82,-8.79
1.21,2.58,1.46,4.7,-14.84,-8.79
1.241,2.58,1.46,4.73,-14.73,-8.78
1.262,2.58,1.45,4.73,-14.61,-8.78
1.297,2.58,1.45,4.72,-14.71,-8.78
1.321,2.6,1.41,4.71,-14.71,-8.78
1.353,2.6,1.41,4.7,-14.29,-8.7
1.376,2.63,1.36,4.68,-14.3,-8.7
1.408,2.63,1.36,4.66,-14.24,-8.71
1.432,2.62,1.33,4.67,-14.22,-8.71
1.461,2.62,1.33,4.65,-14.21,-8.7
1.482,2.61,1.33,4.65,-14.21,-8.7
1.517,2.61,1.33,4.64,-14.14,-8.7
1.541,2.65,1.31,4.61,-14.13,-8.7
1.572,2.65,1.31,4.65,-14.13,-8.71
1.595,2.64,1.3,4.66,-14.17,-8.71
1.627,2.64,1.3,4.64,-14.12,-8.71
1.652,2.62,1.27,4.65,-14.15,-8.71
1.682,2.62,1.27,4.62,-14.11,-8.72
1.705,2.6,1.25,4.64,-14.08,-8.72
1.739,2.6,1.25,4.59,-14.09,-8.72
1.76,2.59,1.24,4.61,-14.1,-8.72
1.792,2.59,1.24,4.58,-14.05,-8.71
1.816,2.6,1.23,4.57,-14.04,-8.71
1.847,2.6,1.23,4.6,-14.06,-8.72
1.871,2.58,1.22,4.62,-14.04,-8.72
1.903,2.58,1.22,4.57,-14.04,-8.72
1.926,2.58,1.21,4.57,-13.98,-8.72
1.956,2.58,1.21,4.56,-13.98,-8.7
1.979,2.61,1.17,4.53,-13.91,-8.7
2.014,2.61,1.17,4.55,-13.92,-8.68
2.036,2.61,1.16,4.56,-13.8,-8.68
2.068,2.61,1.16,4.56,-13.93,-8.68
2.09,2.6,1.14,4.57,-13.92,-8.68
2.124,2.6,1.14,4.55,-13.93,-8.68
2.145,2.6,1.14,4.56,-13.86,-8.68
2.179,2.6,1.14,4.55,-13.98,-8.68
2.201,2.6,1.14,4.56,-13.94,-8.68
2.233,2.6,1.14,4.55,-14.0,-8.67
2.256,2.59,1.12,4.55,-14.03,-8.67
2.29,2.59,1.12,4.54,-13.94,-8.66
2.311,2.59,1.14,4.54,-13.82,-8.66
2.343,2.59,1.14,4.54,-14.07,-8.68
2.364,2.58,1.16,4.55,-14.16,-8.68
2.399,2.58,1.16,4.55,-14.05,-8.7
2.42,2.6,1.2,4.53,-14.05,-8.7
2.455,2.6,1.2,4.53,-14.09,-8.68
2.478,2.63,1.29,4.5,-14.16,-8.68
2.513,2.63,1.29,4.59,-14.15,-8.68
2.538,2.65,1.33,4.56,-14.24,-8.68
2.564,2.65,1.33,4.61,-14.11,-8.69
2.587,2.66,1.37,4.59,-14.08,-8.69
2.619,2.66,1.37,4.65,-14.14,-8.68
2.642,2.66,1.37,4.65,-14.17,-8.68
2.675,2.66,1.37,4.67,-14.11,-8.75
2.7,2.63,1.29,4.71,-13.96,-8.75
2.731,2.63,1.29,4.46,-13.88,-8.64
2.756,2.63,1.05,4.51,-12.68,-8.64
2.785,2.63,1.05,4.45,-13.38,-8.22
2.81,2.64,0.9,4.47,-11.74,-8.22
2.842,2.64,0.9,4.56,-14.52,-8.99
2.864,2.64,0.8,4.55,-14.03,-8.99
2.895,2.64,0.8,6.91,-16.92,-15.04
2.919,2.96,1.5,7.01,-14.71,-15.04
2.949,2.96,1.5,13.66,-20.16,-19.01
2.975,4.06,3.32,13.82,-15.92,-19.01
3.005,4.06,3.32,29.84,-24.08,-16.48
3.028,5.39,5.53,30.07,-19.4,-16.48
3.061,5.39,5.53,49.02,-21.57,-7.54
3.083,5.27,8.35,50.75,-16.78,-7.54
3.116,5.27,8.35,73.96,-4.57,-2.88
3.141,2.1,10.98,78.05,1.39,-2.88
3.169,2.1,10.98,91.37,24.27,3.88
3.195,5.37,15.96,99.97,35.29,3.88
3.225,5.37,15.96,109.72,61.08,1.39
3.247,11.97,20.51,116.75,65.01,1.39
3.279,11.97,20.51,123.04,85.47,5.62
3.301,16.85,26.58,128.33,84.08,5.62
3.335,16.85,26.58,135.71,101.4,7.59
3.363,19.47,30.09,138.32,99.08,7.59
3.391,19.47,30.09,139.0,109.05,12.01
3.415,16.59,30.06,136.53,107.08,12.01
3.446,16.59,30.06,133.76,102.01,12.62
3.471,11.99,27.49,129.31,100.59,12.62
3.5,11.99,27.49,125.61,95.79,13.93
3.524,6.94,22.87,120.4,96.39,13.93
3.557,6.94,22.87,108.32,72.79,14.43
3.581,4.1,19.31,105.19,73.97,14.43
3.61,4.1,19.31,91.18,37.81,10.21
3.634,1.58,16.07,88.27,31.99,10.21
3.666,1.58,16.07,71.32,-2.35,10.06
3.69,1.56,14.02,70.88,-6.41,10.06
3.72,1.56,14.02,54.04,-19.33,4.42
3.742,3.78,11.66,55.8,-23.39,4.42
3.776,3.78,11.66,31.39,-28.9,5.59
3.799,6.85,9.66,34.42,-34.57,5.59
