Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
3.551,1.33,0.15,2.26,5.46,-2.81
3.57,1.38,0.04,2.19,5.42,-2.52
3.611,1.38,0.04,1.6,4.77,-2.36
3.643,1.75,0.81,0.77,7.19,-2.36
3.673,1.72,3.11,3.4,11.17,-3.99
3.72,1.72,3.11,8.54,10.66,-6.92
3.754,1.47,7.74,10.58,15.52,-6.92
3.785,1.84,16.86,17.03,16.54,-7.9
3.831,1.84,16.86,14.78,5.49,-8.22
3.87,2.26,24.52,18.14,12.08,-8.22
3.887,2.91,32.79,19.53,10.58,-8.55
3.925,2.91,32.79,11.26,6.96,-8.55
3.942,3.5,38.89,19.04,10.04,-9.6
3.981,3.5,38.89,12.96,6.93,-9.6
4.0,4.02,46.1,19.84,10.52,-9.54
4.038,4.02,46.1,12.65,6.25,-9.54
4.052,4.29,53.17,22.41,3.12,-9.67
4.09,4.29,53.17,15.35,2.49,-9.67
4.109,4.68,58.68,21.64,1.34,-11.58
4.148,4.68,58.68,16.14,1.56,-11.58
4.163,5.48,64.38,23.48,0.59,-10.82
4.205,5.48,64.38,17.8,0.45,-10.82
4.222,6.88,68.41,22.62,-1.2,-12.4
4.263,6.88,68.41,18.66,-0.31,-12.4
4.278,9.25,71.91,22.48,-0.45,-12.08
4.317,9.25,71.91,19.07,-0.29,-12.08
4.33,10.32,73.43,20.33,-2.14,-12.75
4.368,10.32,73.43,18.85,-2.18,-12.75
4.385,12.24,74.73,21.32,-3.51,-12.89
4.424,12.24,74.73,20.09,-2.87,-12.89
4.44,12.41,75.18,20.35,-3.63,-12.73
4.479,12.41,75.18,19.9,-3.42,-12.73
4.497,11.91,75.1,20.32,-4.46,-12.78
4.534,11.91,75.1,20.37,-4.21,-12.78
4.549,11.73,74.85,20.46,-4.12,-12.97
4.587,11.73,74.85,20.7,-4.11,-12.97
4.604,11.61,74.33,20.03,-3.48,-12.24
4.643,11.61,74.33,20.56,-3.8,-12.24
4.661,10.18,72.74,18.94,-4.12,-11.98
4.699,10.18,72.74,20.47,-4.67,-11.98
4.716,9.58,70.98,18.63,-4.04,-11.58
4.755,9.58,70.98,20.39,-4.56,-11.58
4.769,8.53,68.29,17.17,-3.13,-10.2
4.807,8.53,68.29,19.85,-4.37,-10.2
4.827,7.34,65.15,16.13,-3.72,-9.46
4.865,7.34,65.15,19.27,-4.93,-9.46
4.879,6.16,60.56,14.6,-3.9,-7.45
4.919,6.16,60.56,19.18,-5.35,-7.45
4.935,5.15,56.57,14.65,-3.62,-6.44
4.974,5.15,56.57,18.6,-4.73,-6.44
4.99,4.12,50.42,13.04,-5.9,-4.57
5.028,4.12,50.42,19.02,-5.56,-4.57
5.045,3.71,45.14,13.96,-3.87,-2.14
5.081,3.71,45.14,18.83,-4.38,-2.14
5.098,2.51,39.28,12.31,-6.61,-1.66
5.135,2.51,39.28,17.78,-4.77,-1.66
5.154,1.31,32.99,12.3,-6.91,1.29
5.191,1.31,32.99,18.1,-3.85,1.29
5.211,0.08,27.21,11.21,-2.62,3.45
5.247,0.08,27.21,16.44,0.75,3.45
5.265,1.0,21.92,11.41,-3.23,4.49
5.303,1.0,21.92,16.11,2.42,4.49
5.32,1.85,16.73,9.96,0.03,5.0
5.356,1.85,16.73,14.06,5.52,5.0
5.376,2.09,12.98,10.84,3.77,3.76
5.413,2.09,12.98,13.38,7.31,3.76
5.432,2.2,9.43,9.95,3.55,3.07
5.47,2.2,9.43,11.87,7.0,3.07
5.486,1.73,7.6,10.07,5.03,2.73
5.523,1.73,7.6,10.75,7.0,2.73
5.541,1.28,6.37,8.75,2.71,1.03
5.577,1.28,6.37,9.05,4.26,1.03
5.596,0.64,5.72,8.12,3.67,0.22
5.632,0.64,5.72,7.94,4.0,0.22
5.651,0.42,5.68,7.05,3.5,0.29
5.689,0.42,5.68,6.89,3.33,0.29
5.708,0.43,6.05,7.47,3.09,0.42
5.744,0.43,6.05,7.26,3.35,0.42
5.764,0.5,7.12,8.37,4.58,-0.48
5.8,0.5,7.12,7.7,4.18,-0.48
5.821,0.59,9.5,10.12,7.7,-0.96
5.857,0.59,9.5,8.29,6.58,-0.96
5.876,0.69,13.21,11.25,8.75,-1.81
5.912,0.69,13.21,8.2,6.83,-1.81
5.93,0.91,17.46,13.08,10.04,-4.94
5.967,0.91,17.46,9.49,8.16,-4.94
5.985,0.87,24.0,14.93,12.19,-5.36
6.022,0.87,24.0,9.01,8.14,-5.36
6.04,0.8,30.09,16.42,10.99,-6.36
6.077,0.8,30.09,10.86,8.11,-6.36
6.094,0.65,37.55,17.93,11.4,-9.74
6.131,0.65,37.55,10.85,8.87,-9.74
6.152,0.27,43.64,17.98,10.03,-10.09
6.191,0.27,43.64,16.48,4.76,-13.59
6.212,0.23,50.69,19.0,11.37,-13.59
6.244,0.23,50.69,17.2,2.87,-14.45
6.266,0.69,55.99,19.92,6.83,-14.45
6.299,0.69,55.99,17.71,1.69,-16.74
6.32,1.33,61.53,21.21,5.14,-16.74
6.353,1.33,61.53,17.74,2.11,-17.14
6.373,1.63,65.09,19.78,4.73,-17.14
6.408,1.63,65.09,17.75,1.59,-19.05
6.43,1.34,68.13,19.8,3.39,-19.05
6.464,1.34,68.13,17.85,0.69,-19.06
6.486,1.09,69.88,19.19,1.58,-19.06
6.518,1.09,69.88,17.95,0.16,-20.06
6.54,0.79,71.12,19.29,0.27,-20.06
6.574,0.79,71.12,18.19,-0.41,-19.77
6.598,0.4,71.61,18.69,-0.33,-19.77
6.629,0.4,71.61,18.39,-0.49,-20.07
6.65,0.3,72.03,18.93,-0.54,-20.07
6.683,0.3,72.03,18.54,-0.69,-19.95
6.705,0.58,72.27,18.93,-0.81,-19.95
6.737,0.58,72.27,18.62,-0.61,-19.41
6.76,1.12,72.31,18.78,-0.72,-19.41
6.794,1.12,72.31,18.54,-0.54,-19.08
6.816,1.92,72.1,18.34,-0.56,-19.08
6.848,1.92,72.1,18.21,0.07,-18.29
6.869,2.49,71.48,17.68,-0.14,-18.29
6.904,2.49,71.48,17.77,0.33,-17.19
6.926,3.34,69.9,16.31,-0.12,-17.19
6.96,3.34,69.9,17.33,1.03,-14.77
6.982,3.36,67.23,15.08,-0.09,-14.77
7.014,3.36,67.23,15.83,2.08,-13.95
7.036,3.0,62.14,11.22,0.5,-13.95
7.069,3.0,62.14,16.09,2.77,-12.48
7.09,2.12,57.17,12.14,0.72,-12.48
7.125,2.12,57.17,13.93,3.85,-11.31
7.149,1.81,49.61,10.15,-0.22,-11.31
7.181,1.81,49.61,14.51,4.68,-7.82
7.203,1.74,43.64,12.45,0.41,-7.82
7.234,1.74,43.64,13.24,5.61,-5.67
7.258,0.71,36.42,10.93,-0.23,-5.67
7.289,0.71,36.42,11.66,8.62,-4.07
7.312,0.52,30.1,9.9,2.58,-4.07
7.345,0.52,30.1,10.17,9.35,-5.15
7.367,2.19,23.44,8.61,1.17,-5.15
7.401,2.19,23.44,10.12,13.17,-3.32
7.423,2.62,18.12,9.7,6.2,-3.32
7.454,2.62,18.12,9.01,15.98,-3.82
7.478,3.28,13.34,8.67,10.07,-3.82
7.51,3.28,13.34,7.45,15.76,-3.75
7.531,3.27,10.19,7.94,12.25,-3.75
7.565,3.27,10.19,5.82,14.74,-4.33
7.589,3.43,7.92,6.16,11.18,-4.33
7.621,3.43,7.92,4.82,14.4,-3.03
7.641,3.28,7.05,5.08,12.96,-3.03
7.676,3.28,7.05,3.59,14.31,-3.44
7.698,3.32,5.88,3.94,12.27,-3.44
7.731,3.32,5.88,3.43,16.11,-3.0
7.753,3.11,5.42,3.8,16.29,-3.0
7.786,3.11,5.42,3.27,16.82,-2.23
7.806,3.02,4.8,3.6,16.01,-2.23
7.847,3.02,4.8,3.71,16.75,-1.55
7.876,2.64,5.01,4.02,17.32,-1.55
7.905,2.64,5.01,4.03,17.95,0.87
7.934,2.3,6.21,4.26,19.07,0.87
7.963,2.3,6.21,5.27,18.74,0.19
7.993,2.1,9.28,6.15,19.8,0.19
8.02,2.1,9.28,8.3,21.08,0.39
8.051,1.96,13.73,9.85,24.19,0.39
8.08,1.96,13.73,10.66,22.96,-1.59
8.11,1.49,21.06,23.22,30.37,-1.15
8.141,0.55,27.87,20.04,32.18,-1.15
8.178,0.55,27.87,13.8,22.97,-3.61
8.208,1.12,36.14,17.24,30.59,-3.61
8.236,1.12,36.14,14.85,20.34,-4.48
8.265,2.6,42.74,17.99,25.48,-4.48
8.295,2.6,42.74,15.68,20.38,-6.56
8.325,4.51,49.97,18.84,26.98,-6.56
8.355,4.51,49.97,16.71,17.3,-7.68
8.386,6.07,55.96,26.15,21.69,-11.34
8.417,6.67,62.16,23.91,23.66,-11.34
8.453,6.67,62.16,17.6,13.09,-11.82
8.48,6.37,66.64,21.13,14.97,-11.82
8.51,6.37,66.64,16.61,14.0,-13.48
8.538,6.1,69.31,19.03,14.87,-13.48
8.568,6.1,69.31,16.48,13.73,-14.73
8.602,4.61,71.17,17.89,14.69,-14.73
8.632,4.61,71.17,15.98,12.56,-15.73
8.655,3.41,71.88,18.15,11.3,-16.08
8.69,3.17,72.1,17.34,12.74,-16.08
8.722,3.17,72.1,16.52,11.72,-16.97
8.745,2.42,72.16,16.79,11.45,-16.97
8.778,2.42,72.16,16.83,11.2,-16.56
8.804,2.41,72.03,16.72,11.14,-16.56
8.835,2.41,72.03,17.05,11.88,-16.89
8.86,2.88,71.75,16.63,12.01,-16.89
8.891,2.88,71.75,16.84,11.3,-16.3
8.917,3.94,70.84,16.28,10.68,-16.3
8.947,3.94,70.84,16.47,11.71,-15.33
8.972,5.17,68.55,14.46,10.85,-15.33
9.0,5.17,68.55,15.82,13.55,-14.31
9.026,5.8,65.02,12.87,12.03,-14.31
9.056,5.8,65.02,14.87,18.02,-11.09
9.083,5.49,58.51,8.48,16.44,-11.09
9.114,5.49,58.51,14.1,17.55,-9.2
9.138,5.73,52.68,9.98,14.5,-9.2
9.169,5.73,52.68,13.09,17.51,-6.27
9.194,5.86,45.87,9.68,11.95,-6.27
9.225,5.86,45.87,11.02,19.18,-4.49
9.252,6.45,39.94,7.82,15.16,-4.49
9.278,6.45,39.94,9.78,18.46,-0.52
9.305,6.46,32.15,5.29,11.43,-0.52
9.332,6.46,32.15,8.2,21.67,0.51
9.357,5.47,24.1,2.98,13.37,0.51
9.388,5.47,24.1,7.31,23.16,2.25
9.413,3.14,16.95,3.17,15.97,2.25
9.444,3.14,16.95,3.84,25.38,0.0
9.469,1.96,11.76,1.18,21.0,0.0
9.498,1.96,11.76,2.27,27.26,1.81
9.525,0.53,6.77,2.7,23.47,1.81
9.553,0.53,6.77,1.84,27.46,0.66
9.579,0.15,4.82,0.05,26.27,0.66
9.607,0.15,4.82,2.44,28.15,2.84
9.631,0.44,3.71,1.82,26.7,2.84
9.663,0.44,3.71,2.69,28.85,2.41
9.698,0.74,3.25,2.38,28.48,2.41
9.727,0.74,3.25,2.8,29.48,3.28
9.764,1.09,2.58,2.42,28.68,3.28
9.79,1.09,2.58,2.69,27.34,3.42
9.813,1.13,1.99,2.34,26.24,2.78
9.848,1.05,2.56,2.75,26.7,2.78
9.884,1.05,2.56,2.26,27.51,3.8
9.912,0.87,3.95,3.6,27.27,3.8
9.938,0.87,3.95,2.66,27.32,3.19
9.965,0.77,6.87,5.46,28.05,3.19
9.995,0.77,6.87,4.6,28.89,4.04
10.02,0.0,11.16,8.1,31.78,4.04
10.05,0.0,11.16,6.04,28.23,2.34
10.076,0.89,15.79,9.15,32.47,2.34
10.104,0.89,15.79,9.78,28.19,3.77
10.13,2.51,22.74,14.07,34.62,3.77
10.158,2.51,22.74,10.03,26.21,3.0
10.184,4.16,28.67,13.68,30.79,3.0
10.214,4.16,28.67,12.99,26.39,2.06
10.238,6.42,35.91,17.21,32.2,2.06
10.267,6.42,35.91,12.91,23.68,-1.27
10.289,8.62,42.14,16.01,29.44,-1.27
10.322,8.62,42.14,15.43,22.38,-3.11
10.347,11.14,49.2,18.33,29.68,-3.11
10.377,11.14,49.2,15.57,19.02,-6.59
10.402,13.26,54.92,17.89,24.72,-6.59
10.434,13.26,54.92,18.14,17.32,-8.21
10.458,15.29,61.08,20.9,22.82,-8.21
10.489,15.29,61.08,17.84,14.96,-11.04
10.514,16.77,65.28,20.27,17.96,-11.04
10.545,16.77,65.28,19.4,14.15,-11.83
10.57,18.81,69.77,22.23,17.12,-11.83
10.6,18.81,69.77,18.29,12.65,-13.35
10.627,20.1,72.28,20.66,13.33,-13.35
10.656,20.1,72.28,18.22,12.87,-14.61
10.681,20.23,73.67,19.72,13.03,-14.61
10.711,20.23,73.67,17.77,13.04,-15.42
10.735,19.33,73.93,18.14,12.99,-15.42
10.766,19.33,73.93,17.73,12.43,-15.88
10.789,17.42,73.59,17.88,11.76,-15.88
10.818,17.42,73.59,17.85,12.73,-15.66
10.843,15.8,73.1,17.14,12.9,-15.66
10.877,15.8,73.1,18.07,11.96,-15.7
10.901,15.25,72.81,17.87,11.78,-15.7
10.93,15.25,72.81,17.92,12.19,-15.2
10.953,15.48,72.54,17.66,12.12,-15.2
10.987,15.48,72.54,17.12,12.97,-14.76
11.011,15.57,71.06,16.13,11.99,-14.76
11.041,15.57,71.06,15.33,15.36,-13.36
11.065,15.9,67.98,12.86,13.79,-13.36
11.097,15.9,67.98,13.06,16.86,-11.09
11.122,13.6,60.88,8.48,11.71,-11.09
11.151,13.6,60.88,11.52,20.68,-7.54
11.174,11.21,54.19,5.43,18.2,-7.54
11.207,11.21,54.19,9.22,18.44,-5.14
11.233,8.99,45.34,3.08,12.23,-5.14
11.263,8.99,45.34,8.96,18.59,-0.69
11.287,6.91,36.6,3.05,12.2,-0.69
11.317,6.91,36.6,6.78,18.44,-0.75
11.343,4.74,29.28,2.38,10.83,-0.75
11.37,4.74,29.28,5.3,18.18,1.95
11.394,2.87,21.22,0.9,10.0,1.95
11.427,2.87,21.22,3.63,21.5,0.81
11.451,2.09,15.96,0.65,16.47,0.81
11.48,2.09,15.96,2.78,22.72,2.09
11.505,1.41,10.52,2.48,18.65,2.09
11.537,1.41,10.52,2.46,23.8,0.81
11.563,0.67,7.08,2.33,20.39,0.81
11.591,0.67,7.08,1.91,25.29,2.03
11.615,0.41,5.26,1.45,23.58,2.03
11.647,0.41,5.26,2.09,26.02,1.87
11.67,0.37,4.57,1.76,25.37,1.87
11.701,0.37,4.57,2.22,27.85,2.28
11.726,0.17,3.98,2.11,26.79,2.27
11.758,0.17,3.98,2.18,29.16,2.4
11.785,0.1,3.37,1.92,28.84,2.4
11.813,0.1,3.37,2.31,29.14,2.35
11.837,0.0,2.82,2.16,29.02,2.35
11.867,0.0,2.82,2.32,28.05,1.82
11.89,0.16,2.47,2.3,27.38,1.82
11.922,0.16,2.47,2.12,28.06,1.59
11.947,0.17,2.9,2.42,28.22,1.59
11.978,0.17,2.9,1.88,26.87,1.64
12.002,0.39,3.85,2.76,26.92,1.64
12.033,0.39,3.85,2.37,27.39,1.91
12.057,0.57,6.25,4.71,28.35,1.91
12.09,0.57,6.25,4.0,28.0,2.47
12.114,0.12,9.74,6.97,32.81,2.47
12.143,0.12,9.74,8.52,30.85,3.0
12.168,0.86,15.97,13.24,39.09,3.0
12.2,0.86,15.97,10.14,25.61,4.37
12.224,2.54,22.45,15.04,32.95,4.37
12.252,2.54,22.45,12.65,24.44,1.36
12.275,4.45,30.46,18.47,31.92,1.36
12.307,4.45,30.46,15.08,16.45,1.23
12.329,6.42,37.24,19.63,22.45,1.23
12.361,6.42,37.24,16.69,11.14,-5.12
12.383,9.02,45.69,22.11,17.83,-5.12
12.417,9.02,45.69,18.02,4.73,-5.58
12.439,11.81,53.43,22.38,11.12,-5.58
12.471,11.81,53.43,18.18,3.77,-9.42
12.492,14.72,58.8,20.3,9.51,-9.42
12.528,14.72,58.8,20.97,1.17,-10.11
12.552,16.74,64.45,23.95,5.58,-10.11
12.583,16.74,64.45,21.97,-0.46,-10.73
12.608,20.32,68.81,24.99,2.06,-10.73
12.639,20.32,68.81,21.72,0.68,-12.54
12.663,25.97,73.13,24.51,3.47,-12.54
12.694,25.97,73.13,21.05,-0.19,-13.14
12.717,28.33,75.22,22.47,1.09,-13.14
12.75,28.33,75.22,20.93,-0.1,-13.97
12.773,29.35,76.36,21.34,1.05,-13.97
12.804,29.35,76.36,21.34,-1.6,-14.33
12.827,28.19,76.57,21.6,-1.57,-14.33
12.857,28.19,76.57,21.69,-2.01,-14.3
12.879,26.69,76.15,21.49,-2.34,-14.3
12.911,26.69,76.15,22.11,-3.21,-14.13
12.933,25.83,75.61,21.83,-3.63,-14.13
12.967,25.83,75.61,21.78,-2.99,-14.2
12.99,24.69,74.26,20.91,-3.87,-14.2
13.021,24.69,74.26,21.61,-4.46,-12.38
13.044,23.07,71.8,19.88,-5.86,-12.38
13.078,23.07,71.8,20.85,-3.2,-13.13
13.101,20.47,68.48,18.8,-5.48,-13.13
13.132,20.47,68.48,20.32,-3.37,-10.26
13.153,18.03,63.05,17.29,-7.44,-10.26
13.188,18.03,63.05,19.77,-0.41,-10.41
13.21,14.97,56.99,15.78,-4.38,-10.41
13.24,14.97,56.99,19.43,5.16,-7.21
13.264,12.72,48.58,14.43,-1.09,-7.21
13.296,12.72,48.58,18.16,7.89,-5.66
13.319,10.75,42.93,14.71,3.43,-5.66
13.352,10.75,42.93,13.42,8.73,-4.88
13.374,8.49,34.9,9.17,0.45,-4.88
13.407,8.49,34.9,13.27,13.35,-0.65
13.429,7.38,28.34,9.14,7.91,-0.65
13.462,7.38,28.34,11.76,15.91,-1.18
13.484,5.58,20.92,7.26,7.12,-1.18
13.517,5.58,20.92,10.09,20.42,1.16
13.54,4.9,14.09,5.29,12.63,1.16
13.572,4.9,14.09,9.93,23.5,0.78
13.595,5.37,10.41,6.88,20.46,0.78
13.629,5.37,10.41,9.39,20.2,1.59
13.651,7.0,7.31,5.99,18.9,1.59
13.682,7.0,7.31,11.66,19.96,0.18
13.705,7.49,5.68,10.06,18.6,0.18
13.738,7.49,5.68,12.45,20.23,1.86
13.761,7.59,4.24,11.32,19.02,1.86
13.794,7.59,4.24,13.4,22.61,2.18
13.816,7.2,3.44,13.11,21.69,2.18
13.848,7.2,3.44,13.76,22.62,2.5
13.87,6.55,2.77,13.75,21.04,2.5
13.902,6.55,2.77,13.4,23.64,1.83
13.926,6.26,2.93,13.68,22.87,1.83
13.958,6.26,2.93,12.59,21.78,2.41
13.98,6.42,4.37,13.41,21.76,2.41
14.013,6.42,4.37,12.69,21.77,2.59
14.035,6.14,6.55,14.59,23.3,2.59
14.068,6.14,6.55,12.98,23.16,3.41
14.09,5.93,11.05,17.27,27.33,3.41
14.123,5.93,11.05,13.99,21.53,3.14
14.146,6.16,16.96,19.36,26.28,3.14
14.179,6.16,16.96,16.08,18.4,0.32
14.202,7.33,25.54,23.14,25.46,0.32
14.234,7.33,25.54,15.52,11.44,-0.53
14.258,8.51,32.62,21.17,16.0,-0.53
14.287,8.51,32.62,17.47,9.17,-5.3
14.312,10.49,40.87,22.91,15.78,-5.3
14.344,10.49,40.87,17.38,2.33,-7.13
14.367,12.52,48.74,21.23,10.24,-7.13
14.395,12.52,48.74,18.64,-0.98,-11.0
14.422,14.44,54.25,21.77,3.31,-11.0
14.452,14.44,54.25,19.48,-2.8,-11.56
14.476,15.83,59.32,22.01,1.35,-11.56
14.504,15.83,59.32,20.25,-3.8,-12.21
14.532,16.76,62.96,21.39,0.05,-12.21
14.563,16.76,62.96,20.51,-5.25,-12.59
14.589,17.93,66.64,22.81,-2.97,-12.59
14.615,17.93,66.64,20.02,-5.22,-13.44
14.645,18.75,68.88,21.62,-4.05,-13.44
14.671,18.75,68.88,19.63,-5.41,-13.74
14.697,17.87,70.16,20.2,-4.35,-13.74
14.727,17.87,70.16,19.66,-6.2,-14.41
14.752,15.36,70.07,19.27,-5.91,-14.41
14.78,15.36,70.07,20.27,-7.48,-14.88
14.807,12.77,69.89,20.03,-7.54,-14.88
14.835,12.77,69.89,20.82,-7.86,-15.26
14.863,11.97,69.98,21.12,-8.17,-15.26
14.891,11.97,69.98,20.83,-7.72,-15.49
14.918,11.91,70.25,21.36,-8.0,-15.49
14.946,11.91,70.25,20.52,-7.29,-15.81
14.972,11.86,70.22,20.29,-7.05,-15.81
15.002,11.86,70.22,20.47,-8.05,-15.6
15.028,12.54,69.91,20.66,-8.71,-15.6
15.058,12.54,69.91,20.19,-6.91,-15.32
15.084,12.75,69.14,19.6,-7.26,-15.32
15.111,12.75,69.14,20.15,-6.74,-15.53
15.14,12.53,67.55,18.9,-7.47,-15.53
15.165,12.53,67.55,19.84,-7.9,-14.55
15.193,12.89,64.61,19.35,-11.68,-14.55
15.222,12.89,64.61,19.08,-5.89,-14.22
15.25,12.09,59.45,16.97,-11.09,-14.22
15.277,12.09,59.45,18.6,-2.77,-13.03
15.302,13.31,53.24,13.77,-5.5,-13.03
15.333,13.31,53.24,18.27,-0.32,-9.65
15.36,11.37,45.59,13.66,-6.53,-9.65
15.389,11.37,45.59,15.03,3.5,-8.59
15.414,9.46,34.68,8.56,-6.59,-8.59
15.444,9.46,34.68,14.04,7.46,-5.5
15.469,6.82,26.8,9.4,-0.91,-5.5
15.497,6.82,26.8,9.45,12.43,-1.13
15.522,5.23,17.78,2.11,6.58,-1.13
