Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
2.045,74.40,49.74,28.24,-55.37,4.14
2.080,74.40,49.74,29.34,-57.08,5.33
2.104,77.07,57.78,31.35,-61.76,2.75
2.160,77.07,57.78,31.12,-59.69,2.75
2.188,77.99,60.86,31.77,-61.28,2.12
2.228,77.51,60.76,30.94,-58.22,1.75
2.273,76.16,59.26,31.03,-60.82,1.54
2.326,73.72,54.64,32.04,-62.41,1.54
2.363,73.72,54.64,33.68,-65.97,1.72
2.381,70.97,49.36,33.43,-62.43,1.79
2.421,70.97,49.36,33.56,-65.07,1.79
2.432,66.83,42.46,33.65,-64.81,1.48
2.481,66.83,42.46,33.99,-67.31,1.48
2.501,63.31,37.84,33.12,-66.24,0.35
2.540,58.91,32.27,34.81,-70.02,0.35
2.575,58.91,32.27,33.33,-69.08,-0.90
2.599,55.29,28.37,33.15,-67.13,-1.83
2.648,55.29,28.37,33.48,-68.59,-1.83
2.673,50.87,24.41,32.48,-67.35,-1.02
2.709,46.67,21.10,30.57,-67.02,-1.62
2.761,46.67,21.10,31.07,-68.93,-1.62
2.780,41.36,17.35,28.90,-64.90,1.18
2.822,35.24,12.55,34.17,-65.81,1.18
2.859,35.24,12.55,22.56,-58.51,2.57
2.884,29.76,8.52,21.89,-32.36,3.12
2.934,21.55,5.99,26.09,-36.82,3.12
2.973,21.55,5.99,13.31,-27.77,2.90
2.986,14.50,3.78,14.20,-12.75,1.98
3.035,14.50,3.78,12.16,-15.75,1.98
3.062,6.28,2.28,12.61,-10.32,0.11
3.104,0.31,1.11,7.65,-2.46,-1.05
3.155,5.16,0.23,10.22,-2.77,-1.05
3.190,5.16,0.23,6.95,-3.51,-1.40
3.213,8.96,0.10,1.01,4.89,-0.63
3.262,8.96,0.10,4.45,3.60,-0.63
3.285,10.59,0.15,5.69,7.46,-0.76
3.320,10.44,0.31,8.80,7.60,-0.35
3.372,10.44,0.31,8.58,7.00,-0.35
3.397,9.61,0.52,9.03,4.56,-0.45
3.437,8.58,0.59,8.45,2.33,-0.91
3.489,7.81,0.50,8.23,2.64,-0.91
3.529,7.81,0.50,6.29,5.06,-0.87
3.552,6.99,0.42,7.11,0.59,-1.80
3.597,6.46,0.41,6.93,1.05,-1.80
3.626,6.46,0.41,5.40,2.88,-1.96
3.644,5.53,0.32,6.22,-1.29,-3.03
3.693,5.53,0.32,5.43,-1.17,-3.03
3.719,3.69,0.49,6.19,-10.31,-4.25
3.762,0.27,1.01,7.78,-23.06,-7.05
3.812,0.27,1.01,3.89,-21.08,-7.05
3.836,4.86,1.60,8.37,-31.30,-9.21
3.871,13.11,3.72,14.73,-56.50,-7.97
3.919,13.11,3.72,7.10,-52.31,-7.97
3.939,22.64,6.66,17.65,-66.23,-6.81
3.981,31.08,8.50,22.38,-61.98,-6.20
4.031,31.08,8.50,16.93,-58.85,-6.20
4.056,41.43,11.08,25.97,-62.83,-4.40
4.093,49.64,14.02,27.84,-64.65,-3.72
4.142,49.64,14.02,23.02,-61.88,-3.72
4.161,58.73,19.13,29.80,-64.92,-3.13
4.202,65.68,27.13,30.75,-70.68,-1.71
4.253,65.68,27.13,27.51,-66.53,-1.71
4.277,71.96,37.14,32.28,-72.37,-2.15
4.317,75.32,44.32,32.35,-72.64,-1.29
4.369,78.24,52.70,31.36,-67.88,-1.29
4.406,78.24,52.70,30.62,-68.74,-1.01
4.435,79.19,56.81,30.10,-69.26,0.98
4.480,79.29,58.57,29.43,-68.36,0.98
4.518,79.29,58.57,32.09,-72.42,0.72
4.545,79.11,59.01,31.27,-69.13,0.56
4.593,78.88,58.78,31.47,-70.17,0.56
4.632,78.88,58.78,33.30,-70.85,0.81
4.653,78.30,57.09,34.02,-71.69,0.85
4.693,76.80,52.25,34.48,-71.35,0.85
4.724,76.80,52.25,33.08,-70.33,0.12
4.760,73.06,43.72,32.13,-69.84,0.06
4.810,68.30,36.13,32.44,-74.44,0.07
4.843,68.30,36.13,31.94,-72.87,-0.27
4.870,61.03,28.13,31.71,-73.61,0.36
4.922,61.03,28.13,32.38,-77.37,0.36
4.943,52.59,20.86,32.96,-73.20,-1.98
4.978,44.91,16.61,31.27,-71.41,-0.76
5.026,44.91,16.61,31.23,-74.44,-0.76
5.045,36.53,11.67,32.95,-67.11,-3.72
5.091,29.79,8.25,36.10,-72.79,-3.72
5.128,29.79,8.25,22.39,-71.00,-3.73
5.156,22.50,4.72,26.57,-68.86,-7.50
5.203,16.22,2.89,22.02,-60.55,-7.80
5.251,9.02,0.98,27.01,-58.78,-7.80
5.285,9.02,0.98,11.66,-62.57,-9.79
5.309,4.22,0.30,14.76,-46.23,-10.63
5.365,4.22,0.30,12.93,-50.07,-10.63
5.388,0.07,0.66,11.58,-51.13,-10.15
5.418,2.37,0.24,7.63,-55.86,-10.83
5.470,2.37,0.24,8.61,-54.48,-10.83
5.491,4.46,0.52,7.64,-51.38,-12.66
5.531,4.93,0.86,6.88,-49.57,-12.82
5.585,4.54,0.87,7.26,-48.53,-12.82
5.623,4.54,0.87,7.55,-49.93,-13.95
5.645,3.76,0.97,7.82,-50.19,-14.01
5.695,2.85,0.73,7.53,-50.61,-14.01
5.737,2.85,0.73,7.99,-51.37,-14.03
5.762,1.64,0.59,7.96,-52.48,-13.84
5.809,0.83,0.62,8.52,-52.30,-14.73
5.860,5.95,1.13,7.06,-53.47,-14.73
5.900,5.95,1.13,9.98,-53.45,-12.52
5.924,11.99,2.12,13.09,-56.08,-9.54
5.973,20.57,2.84,10.93,-52.85,-9.54
6.010,20.57,2.84,15.47,-56.48,-8.08
6.039,28.49,4.14,19.23,-55.96,-4.01
6.075,38.41,6.33,22.27,-56.33,-3.84
6.122,38.41,6.33,16.68,-54.64,-3.84
6.139,46.39,8.98,23.97,-60.18,-2.15
6.185,46.39,8.98,20.38,-57.69,-2.15
6.205,55.13,12.71,28.21,-63.59,-0.96
6.245,61.38,17.40,29.70,-68.48,0.59
6.294,61.38,17.40,26.72,-65.24,0.59
6.331,67.80,24.91,31.17,-70.70,-0.22
6.356,71.66,32.47,31.04,-73.08,0.47
6.397,71.66,32.47,29.78,-70.07,0.47
6.406,74.64,40.91,31.02,-73.58,-0.71
6.447,74.64,40.91,30.63,-71.38,-0.71
6.460,76.43,45.79,32.13,-72.79,-0.22
6.501,76.43,45.79,31.75,-72.39,-0.22
6.516,77.60,50.65,31.72,-74.20,-0.91
6.556,77.60,50.65,32.09,-74.09,-0.91
6.572,78.09,52.93,32.21,-74.42,-1.45
6.613,78.09,52.93,32.50,-75.22,-1.45
6.627,78.00,52.94,33.13,-75.46,-1.06
6.675,78.00,52.94,33.28,-75.38,-1.06
6.691,77.71,52.18,33.40,-74.28,-1.21
6.737,77.71,52.18,33.48,-74.74,-1.21
6.756,77.15,50.13,33.89,-74.69,-1.49
6.800,76.28,47.78,33.76,-75.60,-1.49
6.832,76.28,47.78,33.71,-75.33,-1.75
6.853,74.03,41.33,33.57,-76.65,-2.78
6.900,74.03,41.33,33.59,-77.83,-2.78
6.920,70.74,34.26,32.08,-76.44,-1.11
6.967,64.83,25.69,32.79,-81.60,-1.11
7.003,64.83,25.69,31.36,-78.64,-1.65
7.021,58.58,19.61,28.07,-80.68,-0.28
7.070,58.58,19.61,29.78,-82.78,-0.28
7.092,49.85,13.56,26.86,-79.21,-1.65
7.130,42.45,9.83,25.28,-76.97,-0.72
7.174,42.45,9.83,27.08,-79.10,-0.72
7.191,33.65,6.10,24.87,-73.35,-3.58
7.238,33.65,6.10,25.79,-76.43,-3.58
7.258,26.72,3.79,21.99,-70.56,-4.06
7.296,19.26,2.11,20.35,-65.59,-7.75
7.339,19.26,2.11,20.89,-68.39,-7.75
7.356,13.93,1.18,17.31,-62.52,-8.55
7.406,13.93,1.18,17.76,-64.11,-8.55
7.426,8.14,0.37,17.41,-52.83,-13.43
7.468,3.66,0.56,15.82,-51.46,-15.84
7.518,0.36,0.81,17.38,-51.60,-15.84
7.552,0.36,0.81,10.82,-52.66,-16.08
7.572,3.19,1.60,14.28,-47.94,-18.89
7.623,3.19,1.60,13.16,-48.68,-18.89
7.644,5.12,1.80,11.51,-48.09,-18.21
7.683,6.02,2.55,11.46,-48.13,-18.21
7.718,6.02,2.55,8.87,-50.35,-18.48
7.739,5.50,3.35,7.41,-53.32,-17.55
7.786,5.50,3.35,8.21,-52.19,-17.55
7.801,3.98,3.91,8.32,-58.04,-16.47
7.849,1.86,3.80,7.52,-57.09,-16.47
7.897,1.86,3.80,10.48,-54.27,-16.18
7.922,2.12,3.02,12.40,-53.03,-15.99
7.970,7.82,3.12,13.71,-55.69,-15.44
8.017,16.77,3.74,11.02,-54.25,-15.44
8.055,16.77,3.74,17.31,-53.79,-11.93
8.091,25.53,4.29,21.77,-55.00,-9.78
8.127,36.95,6.54,27.12,-60.14,-5.54
8.167,36.95,6.54,19.79,-56.89,-5.54
8.178,45.75,9.39,28.36,-66.64,-6.33
8.216,45.75,9.39,23.67,-62.80,-6.33
8.228,54.87,14.30,31.86,-69.81,-3.29
8.273,54.87,14.30,26.89,-65.31,-3.29
8.295,61.32,20.20,31.61,-70.55,-6.39
8.343,61.32,20.20,29.01,-67.49,-6.39
8.372,67.75,30.76,32.82,-71.89,-2.43
8.402,71.40,40.58,32.92,-71.95,-4.01
8.452,71.40,40.58,33.07,-69.23,-4.01
8.475,73.56,47.01,35.48,-71.63,-2.53
8.513,75.62,52.60,37.36,-70.44,-2.39
8.561,75.62,52.60,37.39,-69.76,-2.39
8.580,76.79,56.07,37.88,-69.67,-1.16
8.621,77.15,57.55,37.54,-69.07,-1.16
8.653,77.15,57.55,39.05,-72.00,-0.25
8.678,76.86,57.08,38.79,-72.44,-0.94
8.727,76.86,57.08,38.96,-72.92,-0.94
8.748,76.49,56.27,39.09,-72.98,-1.18
8.789,75.56,53.10,39.76,-72.99,-1.18
8.823,75.56,53.10,38.53,-74.31,-1.78
8.849,73.27,47.39,36.86,-77.72,-2.59
8.898,68.68,38.58,37.09,-79.39,-2.59
8.932,68.68,38.58,35.04,-76.98,-1.05
8.955,63.05,30.04,32.13,-73.22,-1.73
9.006,63.05,30.04,32.20,-79.20,-1.73
9.030,54.28,21.83,29.66,-76.37,-0.07
9.073,46.58,16.32,27.37,-77.11,-2.81
9.126,35.83,11.87,31.95,-85.08,-2.81
9.174,35.83,11.87,27.69,-77.43,-2.90
9.197,27.62,8.52,24.57,-74.51,-4.32
9.234,19.05,3.97,24.70,-70.39,-6.38
9.283,19.05,3.97,24.48,-72.79,-6.38
9.305,11.33,2.07,18.91,-64.55,-9.41
9.343,6.26,0.54,15.07,-58.07,-11.69
9.395,6.26,0.54,15.96,-60.35,-11.69
9.423,1.30,0.11,11.28,-55.77,-16.14
9.456,1.65,0.41,8.89,-57.10,-17.10
9.505,3.99,0.68,11.02,-56.98,-17.10
9.543,3.99,0.68,10.75,-52.57,-18.03
9.565,4.36,1.08,8.94,-51.55,-20.88
9.615,4.36,1.08,9.49,-52.16,-20.88
9.638,3.83,1.93,8.46,-59.85,-17.91
9.673,3.54,2.19,9.30,-57.79,-18.58
9.724,3.54,2.19,9.38,-56.44,-18.58
9.745,3.33,2.08,10.17,-56.24,-18.13
9.782,2.75,1.53,10.40,-55.31,-18.13
9.814,2.75,1.53,9.72,-55.99,-16.55
9.837,0.32,0.78,12.43,-51.17,-17.30
9.891,0.32,0.78,10.02,-51.38,-17.30
9.914,4.59,0.46,17.99,-48.77,-13.44
9.949,14.64,1.93,18.73,-48.05,-13.44
9.986,14.64,1.93,14.78,-49.90,-9.89
10.008,24.69,3.62,28.71,-50.80,-4.21
10.057,37.25,6.46,26.34,-45.31,-4.21
10.091,37.25,6.46,21.81,-57.84,-2.91
10.116,46.63,9.56,32.85,-62.64,0.59
10.164,46.63,9.56,25.65,-59.10,0.59
10.192,56.39,13.90,34.23,-65.04,0.20
10.231,63.47,20.72,33.48,-68.89,1.50
10.280,69.48,32.38,30.57,-63.87,1.50
10.314,69.48,32.38,31.14,-70.35,-0.94
10.337,72.54,39.74,34.54,-75.42,-0.43
10.389,72.54,39.74,33.54,-72.00,-0.43
10.409,75.24,47.30,35.23,-75.63,-0.33
10.448,76.72,52.31,34.50,-71.99,-0.33
10.486,76.72,52.31,35.19,-73.09,0.56
10.507,77.74,56.22,34.42,-71.28,1.44
10.557,77.91,57.72,33.76,-71.18,1.44
10.589,77.91,57.72,36.19,-76.48,1.29
10.612,77.69,57.53,35.65,-74.84,1.77
10.656,77.69,57.53,35.90,-75.62,1.77
10.678,77.06,56.30,35.95,-76.08,1.50
10.722,75.93,52.88,36.55,-76.17,1.50
10.760,75.93,52.88,36.35,-75.85,1.03
10.789,73.11,46.06,34.96,-76.59,0.42
10.833,69.23,39.00,34.88,-79.27,0.42
10.862,69.23,39.00,35.10,-79.13,0.52
10.879,62.62,30.06,32.83,-76.12,-1.60
10.921,62.62,30.06,34.10,-80.47,-1.60
10.935,56.14,24.01,32.36,-76.11,-0.81
10.979,56.14,24.01,33.79,-79.76,-0.81
10.992,47.65,17.96,33.37,-73.12,-4.15
11.035,47.65,17.96,34.00,-77.88,-4.15
11.048,40.24,13.96,31.65,-71.97,-5.93
11.090,40.24,13.96,31.97,-75.53,-5.93
11.103,32.22,9.05,31.76,-70.90,-7.82
11.143,32.22,9.05,30.70,-74.47,-7.82
11.154,25.31,4.93,27.37,-71.95,-8.05
11.197,25.31,4.93,26.43,-73.05,-8.05
11.211,17.22,1.98,23.54,-68.74,-11.14
11.249,17.22,1.98,22.89,-69.81,-11.14
11.264,10.98,0.16,18.84,-62.88,-13.13
11.305,10.98,0.16,18.75,-64.95,-13.13
11.326,4.61,1.02,16.10,-63.09,-14.64
11.373,4.61,1.02,17.12,-65.01,-14.64
11.390,0.69,1.46,13.19,-61.25,-16.26
11.432,3.75,1.56,16.01,-62.78,-16.26
11.464,3.75,1.56,13.82,-61.25,-16.72
11.492,6.15,1.03,9.78,-61.79,-17.13
11.538,6.15,1.03,12.03,-61.17,-17.13
11.556,7.18,0.53,11.16,-61.01,-17.12
11.600,7.09,0.11,11.72,-60.49,-17.12
11.632,7.09,0.11,13.41,-59.39,-16.39
11.659,6.09,0.51,13.74,-61.54,-14.30
11.706,6.09,0.51,12.94,-61.44,-14.30
11.725,4.77,0.63,13.21,-62.16,-13.52
11.762,3.25,0.10,13.14,-60.65,-13.52
11.792,3.25,0.10,11.64,-58.53,-14.30
11.824,0.79,0.46,13.35,-58.44,-14.30
11.854,0.79,0.46,11.77,-59.15,-12.64
11.882,6.27,0.43,20.37,-58.04,-10.78
11.931,15.35,1.09,19.11,-56.05,-10.78
11.966,15.35,1.09,16.75,-62.14,-8.34
11.991,24.19,2.58,27.89,-64.28,-5.50
12.037,35.59,5.75,25.38,-60.65,-5.50
12.071,35.59,5.75,23.00,-68.53,-4.02
12.102,44.39,8.80,32.49,-70.68,-2.36
12.152,44.39,8.80,26.08,-67.51,-2.36
12.175,54.30,13.95,34.33,-69.76,-1.08
12.211,61.71,20.84,29.07,-63.09,-1.08
12.247,61.71,20.84,30.07,-71.86,-0.21
12.276,68.83,32.43,34.70,-70.71,0.50
12.320,72.72,42.44,31.93,-67.18,0.50
12.354,72.72,42.44,34.35,-71.69,1.50
12.384,76.23,52.79,36.35,-73.07,2.09
12.424,78.51,59.64,35.45,-68.69,2.09
12.457,78.51,59.64,37.09,-72.24,2.23
12.489,79.50,62.44,36.84,-71.31,2.23
12.521,79.50,62.44,37.57,-72.53,2.82
12.549,79.68,63.27,37.06,-72.51,2.17
12.593,79.10,61.70,37.36,-73.77,2.17
12.626,79.10,61.70,37.58,-73.34,2.38
12.658,78.04,58.46,37.72,-72.09,2.36
12.705,76.23,53.40,37.80,-73.68,2.36
12.741,76.23,53.40,36.10,-76.02,3.46
12.770,72.17,44.42,34.69,-79.25,3.18
12.815,66.07,34.08,35.59,-84.27,3.18
12.848,66.07,34.08,33.06,-77.53,0.81
12.882,59.55,25.70,31.75,-76.93,0.81
12.926,50.98,17.35,35.45,-82.12,0.81
12.959,50.98,17.35,28.46,-74.77,0.28
12.992,43.17,12.24,29.51,-70.75,-0.39
13.036,33.37,7.30,35.38,-76.37,-0.39
13.072,33.37,7.30,22.45,-69.31,-1.58
13.101,25.93,3.60,25.24,-66.15,-2.69
13.148,17.48,0.30,30.07,-69.90,-2.69
13.182,17.48,0.30,14.28,-62.85,-4.60
13.214,9.66,1.40,17.18,-59.78,-5.72
13.258,4.16,1.69,19.25,-60.62,-5.72
13.290,4.16,1.69,9.57,-58.08,-6.78
13.323,0.91,1.34,8.87,-55.35,-7.54
13.369,3.87,0.85,10.99,-55.27,-7.54
