Time(s),Shoulder_Flexion_Deg,Shoulder_Abduction_Deg,Elbow_Flexion_Deg,Elbow_Pronosupination_Deg,Wrist_Flexion_Deg
2.939,5.61,7.69,75.04,-57.96,-3.81
2.976,5.61,7.69,75.37,-57.79,-3.81
2.991,5.72,7.76,76.15,-55.92,-4.09
3.028,5.72,7.76,76.08,-55.73,-4.09
3.047,6.27,7.98,78.13,-50.07,-5.43
3.086,6.27,7.98,77.72,-49.87,-5.43
3.102,7.09,8.23,80.60,-30.69,-7.17
3.139,7.09,8.23,79.95,-30.59,-7.17
3.158,8.42,8.21,82.22,-8.55,-6.37
3.195,8.42,8.21,80.98,-8.74,-6.37
3.212,9.67,7.64,82.87,22.11,-4.19
3.248,9.67,7.64,81.51,21.41,-4.19
3.270,10.94,6.49,82.41,45.46,-3.28
3.306,10.94,6.49,80.85,44.15,-3.28
3.323,11.80,5.41,79.64,67.79,-4.25
3.360,11.80,5.41,78.55,66.61,-4.25
3.379,12.25,4.17,76.36,77.17,-6.66
3.419,12.25,4.17,75.70,75.92,-6.66
3.432,12.11,3.44,73.19,84.51,-8.52
3.469,12.11,3.44,73.22,83.78,-8.52
3.490,11.72,2.85,71.91,88.46,-8.90
3.528,11.72,2.85,72.22,87.88,-8.90
3.543,11.45,2.57,71.95,89.81,-8.75
3.580,11.45,2.57,72.18,89.54,-8.75
3.601,11.33,2.64,72.75,88.44,-8.26
3.639,11.33,2.64,72.88,88.46,-8.26
3.655,11.00,3.38,74.99,72.49,-5.91
3.692,11.00,3.38,75.43,73.17,-5.91
3.710,10.45,4.52,77.54,47.18,-5.17
3.747,10.45,4.52,78.32,48.24,-5.17
3.764,9.87,5.78,79.69,15.00,-7.22
3.800,9.87,5.78,80.61,16.29,-7.22
3.821,9.65,6.74,80.97,-4.89,-8.82
3.858,9.65,6.74,81.50,-3.82,-8.82
3.874,9.37,7.46,80.27,-23.49,-9.33
3.910,9.37,7.46,80.81,-22.55,-9.33
3.930,8.85,7.79,77.72,-43.88,-9.70
3.968,8.85,7.79,78.34,-43.17,-9.70
3.995,8.40,7.89,74.90,-55.88,-5.21
4.035,8.40,7.89,75.34,-55.27,-5.21
4.044,7.89,7.66,73.35,-55.90,-3.48
4.086,7.89,7.66,73.70,-55.75,-3.48
4.101,7.37,7.61,72.69,-56.97,-3.03
4.145,7.37,7.61,73.13,-56.90,-3.03
4.153,7.26,7.62,73.48,-55.91,-3.10
4.198,7.26,7.62,73.59,-55.85,-3.10
4.214,7.50,7.68,75.61,-49.86,-4.48
4.260,7.50,7.68,75.41,-49.80,-4.48
4.275,8.27,7.80,78.18,-35.27,-6.01
4.317,8.27,7.80,77.53,-35.29,-6.01
4.330,9.24,7.75,80.27,-12.47,-6.56
4.377,9.24,7.75,79.36,-12.66,-6.56
4.397,10.65,7.34,81.78,13.19,-4.17
4.427,11.76,6.83,81.07,13.94,-4.17
4.452,11.76,6.83,80.11,39.69,-2.74
4.491,12.82,5.93,80.63,41.21,-2.74
4.518,12.82,5.93,78.64,57.05,-3.19
4.547,13.34,5.08,75.87,78.56,-4.63
4.597,13.34,5.08,75.19,77.71,-4.63
4.608,13.33,4.26,71.96,88.25,-7.52
4.647,12.93,3.73,71.20,87.45,-7.52
4.672,12.93,3.73,70.57,90.46,-9.07
4.701,12.45,3.24,69.92,90.43,-9.07
4.731,12.45,3.24,70.24,92.56,-10.00
4.770,12.40,3.24,70.17,92.57,-10.00
4.798,12.40,3.24,70.44,92.42,-10.14
4.816,12.45,3.87,72.51,86.06,-9.47
4.866,12.45,3.87,72.55,86.64,-9.47
4.876,12.13,4.84,75.54,59.69,-7.71
4.922,12.13,4.84,76.07,60.60,-7.71
4.940,11.57,6.40,77.83,33.43,-8.84
4.979,11.22,7.68,79.08,33.78,-8.84
5.007,11.22,7.68,80.29,7.72,-9.71
5.045,10.79,8.84,80.39,6.48,-9.71
5.074,10.79,8.84,80.47,-12.72,-10.44
5.102,10.25,9.33,78.01,-40.31,-10.59
5.154,10.25,9.33,78.71,-39.49,-10.59
5.168,9.65,9.23,74.74,-52.46,-7.95
5.203,8.99,8.69,74.60,-52.48,-7.95
5.236,8.99,8.69,73.72,-53.48,-4.91
5.257,8.20,8.14,71.69,-54.43,-4.95
5.303,8.20,8.14,72.14,-54.90,-4.95
5.319,7.90,7.86,72.14,-54.44,-4.95
5.359,7.90,7.86,72.29,-54.67,-4.95
5.370,8.06,7.87,73.43,-51.82,-6.06
5.408,8.06,7.87,73.29,-51.79,-6.06
5.421,8.68,7.98,76.19,-43.20,-9.03
5.466,8.68,7.98,75.68,-43.21,-9.03
5.482,9.66,8.08,78.88,-22.79,-8.50
5.526,9.66,8.08,78.04,-22.90,-8.50
5.538,11.17,7.74,81.22,7.70,-5.05
5.577,11.17,7.74,79.71,7.21,-5.05
5.589,12.39,7.07,82.14,37.59,-2.25
5.628,12.39,7.07,80.76,36.79,-2.25
5.643,13.59,6.02,81.56,65.20,-3.31
5.680,13.59,6.02,80.09,64.02,-3.31
5.697,14.21,5.18,77.64,84.31,-6.31
5.738,14.21,5.18,76.85,83.41,-6.31
5.755,13.96,4.39,73.73,94.06,-9.18
5.793,13.96,4.39,73.83,93.16,-9.18
5.809,13.28,3.82,71.52,95.19,-9.69
5.847,13.28,3.82,72.10,94.71,-9.69
5.864,12.56,3.11,70.81,96.45,-10.23
5.904,12.56,3.11,71.39,95.83,-10.23
5.918,12.26,2.82,71.53,95.64,-10.04
5.957,12.26,2.82,71.78,95.27,-10.04
5.974,12.21,2.98,73.21,88.72,-8.28
6.012,12.21,2.98,73.28,88.82,-8.28
6.027,11.95,3.87,75.96,72.31,-5.67
6.067,11.95,3.87,76.38,73.14,-5.67
6.084,11.48,5.15,78.63,39.44,-5.60
6.122,11.48,5.15,79.42,40.60,-5.60
6.139,11.13,6.90,80.58,11.84,-7.95
6.177,11.13,6.90,81.47,13.53,-7.95
6.196,10.93,8.08,81.10,-17.19,-9.41
6.234,10.93,8.08,81.73,-15.86,-9.41
6.248,10.43,8.92,78.83,-39.10,-10.93
6.289,10.43,8.92,79.65,-37.77,-10.93
6.305,9.91,8.90,75.73,-52.41,-5.36
6.341,9.91,8.90,76.18,-51.89,-5.36
6.359,8.82,8.47,71.95,-53.73,-4.27
6.396,8.82,8.47,72.72,-53.65,-4.27
6.414,7.94,8.17,71.33,-54.00,-4.22
6.451,7.94,8.17,71.98,-54.15,-4.22
6.470,7.64,8.03,71.86,-52.60,-4.41
6.506,7.64,8.03,72.07,-52.68,-4.41
6.525,7.81,7.97,73.57,-46.99,-6.58
6.562,7.81,7.97,73.39,-47.11,-6.58
6.581,8.37,8.00,76.82,-32.91,-7.94
6.619,8.37,8.00,76.32,-33.07,-7.94
6.636,9.78,7.82,79.65,-5.27,-6.62
6.674,9.78,7.82,78.31,-5.66,-6.62
6.691,11.17,7.33,81.47,21.87,-4.98
6.729,11.17,7.33,80.00,21.26,-4.98
6.746,12.68,6.45,81.73,53.73,-3.04
6.783,12.68,6.45,80.02,52.71,-3.04
6.801,13.57,5.83,78.57,74.10,-3.67
6.839,13.57,5.83,77.55,73.42,-3.67
6.856,13.70,5.09,74.55,88.66,-7.82
6.894,13.70,5.09,74.25,87.94,-7.82
6.911,13.27,4.66,71.61,92.04,-9.08
6.948,13.27,4.66,71.96,91.59,-9.08
6.966,12.72,4.21,70.73,94.24,-9.83
7.004,12.72,4.21,71.18,93.83,-9.83
7.023,12.43,3.88,70.99,94.11,-9.62
7.061,12.43,3.88,71.22,93.78,-9.62
7.076,12.28,3.82,71.70,93.10,-9.27
7.113,12.28,3.82,71.83,92.96,-9.27
7.132,12.30,4.31,73.83,85.17,-8.13
7.169,12.30,4.31,73.91,85.66,-8.13
7.188,11.95,5.08,75.93,70.86,-5.06
7.227,11.95,5.08,76.44,71.62,-5.06
7.243,11.23,6.31,78.53,45.52,-5.52
7.280,11.23,6.31,79.56,46.61,-5.52
7.299,10.78,7.47,81.16,16.74,-6.75
7.337,10.78,7.47,81.99,17.86,-6.75
7.355,10.45,8.66,82.32,-6.91,-9.07
7.393,10.45,8.66,83.12,-5.48,-9.07
7.409,9.96,9.32,81.05,-32.66,-11.92
7.446,9.96,9.32,81.80,-31.70,-11.92
7.465,9.55,9.34,77.15,-47.18,-12.35
7.502,9.55,9.34,77.50,-46.50,-12.35
7.521,8.99,8.89,74.68,-50.93,-10.54
7.558,8.99,8.89,74.92,-50.96,-10.54
7.576,8.36,8.39,73.09,-52.15,-9.06
7.616,8.36,8.39,73.37,-52.54,-9.06
7.630,8.07,8.18,73.10,-52.55,-8.61
7.668,8.07,8.18,73.23,-52.81,-8.61
7.689,8.14,8.19,73.94,-51.99,-8.41
7.726,8.14,8.19,73.88,-51.93,-8.41
7.741,8.57,8.41,75.20,-48.95,-8.81
7.779,8.57,8.41,74.95,-48.79,-8.81
7.796,9.32,8.54,77.30,-44.15,-8.75
7.837,9.32,8.54,76.70,-44.14,-8.75
7.850,10.27,8.67,79.56,-24.89,-6.68
7.890,10.27,8.67,78.78,-24.98,-6.68
7.907,11.32,8.25,81.05,0.61,-2.30
7.943,11.32,8.25,79.93,0.08,-2.30
7.960,12.45,7.23,81.31,40.19,3.10
7.997,12.45,7.23,79.86,39.08,3.10
8.017,13.07,6.45,80.11,62.62,3.32
8.056,13.07,6.45,79.27,61.77,3.32
8.071,13.01,5.77,76.81,79.30,1.89
8.108,13.01,5.77,76.68,78.58,1.89
8.125,12.55,5.13,73.29,89.78,-0.13
8.162,12.55,5.13,73.58,89.19,-0.13
8.180,11.74,4.25,71.35,93.99,-2.61
